#organism	nchr	16Scopynum	nprot	nprot_withfunc	taxonomy
Syntrophus_aciditrophicus_SB_uid58539	1	1	3166	1465	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Syntrophobacterales;f:Syntrophaceae;g:Syntrophus;s:aciditrophicus
Leptolyngbya_PCC_7376_uid182928	1	2	4228	1429	k:Bacteria;p:Cyanobacteria;c:undef;o:Oscillatoriales;f:undef;g:Leptolyngbya;s:undef
Propionibacterium_acidipropionici_ATCC_4875_uid179069	1	4	3336	1464	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:acidipropionici
Rickettsia_rickettsii_Arizona_uid86655	1	1	1343	641	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:rickettsii
Desulfovibrio_alaskensis_G20_uid57941	1	4	3258	1037	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfovibrionaceae;g:Desulfovibrio;s:alaskensis
Gardnerella_vaginalis_409_05_uid43211	1	2	1263	688	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Gardnerella;s:vaginalis
Aminobacterium_colombiense_DSM_12261_uid47083	1	3	1876	1071	k:Bacteria;p:Synergistetes;c:Synergistia;o:Synergistales;f:Synergistaceae;g:Aminobacterium;s:colombiense
Mycoplasma_agalactiae_uid46679	1	2	813	408	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:agalactiae
Prochlorococcus_marinus_AS9601_uid58307	1	1	1920	974	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:marinus
Treponema_denticola_ATCC_35405_uid57583	1	2	2767	1046	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:denticola
Brucella_abortus_bv__1_9_941_uid58019	2	3	3084	1725	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:abortus
Intrasporangium_calvum_DSM_43043_uid61729	1	2	3563	1631	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Intrasporangiaceae;g:Intrasporangium;s:calvum
Staphylococcus_aureus_TCH60_uid159859	1	6	2673	1393	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Actinobacillus_succinogenes_130Z_uid58247	1	6	2079	1539	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Actinobacillus;s:succinogenes
Desulfobacula_toluolica_Tol2_uid175777	1	4	4375	1725	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfobacterales;f:Desulfobacteraceae;g:Desulfobacula;s:toluolica
Zymomonas_mobilis_ATCC_29191_uid170612	1	3	1664	1019	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Zymomonas;s:mobilis
Desulfatibacillum_alkenivorans_AK_01_uid58913	1	2	5252	1788	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfobacterales;f:Desulfobacteraceae;g:Desulfatibacillum;s:alkenivorans
Syntrophomonas_wolfei_Goettingen_uid58179	1	5	2504	1100	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Syntrophomonadaceae;g:Syntrophomonas;s:wolfei
Francisella_tularensis_SCHU_S4_uid57589	1	3	1556	958	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:tularensis
Staphylococcus_aureus_VC40_uid88071	1	5	2468	1373	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Lactobacillus_fermentum_CECT_5716_uid162003	1	5	1051	631	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:fermentum
Oceanithermus_profundus_DSM_14977_uid60855	1	2	2229	1222	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Thermales;f:Thermaceae;g:Oceanithermus;s:profundus
Bifidobacterium_longum_infantis_157F_uid62693	1	4	1991	996	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:longum
Ruminococcus_albus_7_uid51721	1	4	3180	1120	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Ruminococcus;s:albus
Rickettsia_typhi_Wilmington_uid58063	1	1	837	600	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:typhi
Cycloclasticus_P1_uid176368	1	1	2248	1390	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Piscirickettsiaceae;g:Cycloclasticus;s:undef
Desulfurococcus_mucosus_DSM_2162_uid62227	1	1	1345	724	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Desulfurococcales;f:Desulfurococcaceae;g:Desulfurococcus;s:mucosus
Prevotella_denticola_F0289_uid65091	1	4	2386	891	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Prevotellaceae;g:Prevotella;s:denticola
Cyclobacterium_marinum_DSM_745_uid71485	1	3	5000	1532	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Cyclobacteriaceae;g:Cyclobacterium;s:marinum
Dichelobacter_nodosus_VCS1703A_uid57643	1	3	1280	882	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cardiobacteriales;f:Cardiobacteriaceae;g:Dichelobacter;s:nodosus
Arthrobacter_chlorophenolicus_A6_uid58969	1	5	3885	1782	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Micrococcaceae;g:Arthrobacter;s:chlorophenolicus
Mycoplasma_pneumoniae_309_uid85495	1	1	707	364	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:pneumoniae
Chlamydia_trachomatis_L2b_CV204_uid196790	1	2	890	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Bacillus_cereus_B4264_uid58757	1	14	5398	2363	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:cereus
Cyanothece_PCC_8802_uid59143	1	2	4320	1662	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Cyanothece;s:undef
Salmonella_enterica_serovar_Newport_SL254_uid58831	1	7	4605	2798	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:enterica
Azorhizobium_caulinodans_ORS_571_uid58905	1	3	4717	2395	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Xanthobacteraceae;g:Azorhizobium;s:caulinodans
Rhodothermus_marinus_DSM_4252_uid41729	1	1	2766	1334	k:Bacteria;p:Bacteroidetes;c:undef;o:Bacteroidetes;f:Rhodothermaceae;g:Rhodothermus;s:marinus
Streptococcus_pneumoniae_AP200_uid52453	1	4	2216	1166	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Bacteroides_thetaiotaomicron_VPI_5482_uid62913	1	5	4778	1374	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides;s:thetaiotaomicron
Mannheimia_haemolytica_M42548_uid198769	1	6	2803	1541	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Mannheimia;s:haemolytica
Zymomonas_mobilis_pomaceae_ATCC_29192_uid68445	1	3	1683	1062	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Zymomonas;s:mobilis
Thiomonas_3As_uid178369	1	1	3526	1781	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:undef;g:Thiomonas;s:arsenitoxydans
Xanthomonas_campestris_raphani_756C_uid159539	1	2	4516	1993	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xanthomonas;s:campestris
Thermosipho_melanesiensis_BI429_uid58683	1	4	1879	1035	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Fervidobacteriaceae;g:Thermosipho;s:melanesiensis
Saccharophagus_degradans_2_40_uid57921	1	2	4007	1771	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Saccharophagus;s:degradans
Cyanothece_PCC_7424_uid59025	1	3	5227	1795	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Cyanothece;s:undef
Mycobacterium_canettii_CIPT_140070010_uid184828	1	1	3941	1555	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:canettii
Spirochaeta_caldaria_DSM_7334_uid68753	1	3	2789	1324	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:caldarium
Candidatus_Carsonella_ruddii_PC_isolate_NHV_uid172736	1	1	182	142	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Carsonella;s:ruddii
Gloeocapsa_PCC_7428_uid183112	1	2	4685	1730	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Gloeocapsa;s:undef
Pectobacterium_SCC3193_uid193707	1	7	4705	2621	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Pectobacterium;s:undef
Spirosoma_linguale_DSM_74_uid43413	1	4	6524	1722	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Cytophagaceae;g:Spirosoma;s:linguale
Thermoproteus_tenax_Kra_1_uid74443	1	1	2049	918	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Thermoproteus;s:tenax
Aquifex_aeolicus_VF5_uid57765	1	2	1529	1024	k:Bacteria;p:Aquificae;c:Aquificae;o:Aquificales;f:Aquificaceae;g:Aquifex;s:aeolicus
Chlamydia_trachomatis_IU824_uid193712	1	2	874	523	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Rhodobacter_sphaeroides_ATCC_17025_uid58451	1	1	3111	1725	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Rhodobacter;s:sphaeroides
Listeria_monocytogenes_J0161_uid54459	1	5	2955	1581	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Haemophilus_influenzae_R2846_uid161921	1	6	1636	1281	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Haemophilus;s:influenzae
Bordetella_parapertussis_12822_uid57615	1	3	4185	2277	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Bordetella;s:parapertussis
Bacillus_licheniformis_ATCC_14580_uid58097	1	7	4173	2218	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:licheniformis
Erwinia_pyrifoliae_Ep1_96_uid40659	1	7	3645	2162	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Erwinia;s:pyrifoliae
Marinobacter_adhaerens_HP15_uid162009	1	3	4180	2060	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Marinobacter;s:adhaerens
Polymorphum_gilvum_SL003B_26A1_uid65447	1	2	4324	2170	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:undef;f:undef;g:Polymorphum;s:gilvum
Shewanella_baltica_OS678_uid50553	1	10	4471	2201	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:baltica
Bdellovibrio_exovorus_JSS_uid194119	1	1	2618	1118	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Bdellovibrionales;f:Bdellovibrionaceae;g:Bdellovibrio;s:exovorus
Escherichia_coli__clone_D_i2__uid162047	1	7	4918	2936	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Streptococcus_infantarius_CJ18_uid87033	1	6	1871	1024	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:infantarius
Candidatus_Arthromitus_SFB_mouse_Yit_uid159517	1	5	1415	804	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Arthromitus;s:undef
Comamonas_testosteroni_CNB_2_uid62961	1	3	4799	2340	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Comamonas;s:testosteroni
Streptococcus_pneumoniae_R6_uid57859	1	4	2041	1213	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Bifidobacterium_longum_NCC2705_uid57939	1	4	1726	943	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:longum
Persicivirga_dokdonensis_DSW_6_uid186842	1	2	3618	1136	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Nonlabens;s:dokdonensis
Thioalkalivibrio_K90mix_uid46181	1	1	2575	1484	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Ectothiorhodospiraceae;g:Thioalkalivibrio;s:undef
Sulfolobus_islandicus_L_D_8_5_uid43679	1	1	2916	1057	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:islandicus
Rhodopseudomonas_palustris_TIE_1_uid58995	1	2	5246	2423	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:palustris
Dechloromonas_aromatica_RCB_uid58025	1	4	4171	2151	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Rhodocyclales;f:Rhodocyclaceae;g:Dechloromonas;s:aromatica
Clostridium_botulinum_A_ATCC_19397_uid58927	1	8	3550	1587	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:botulinum
Geobacillus_WCH70_uid59045	1	10	3128	1651	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Geobacillus;s:undef
Mycoplasma_hyopneumoniae_J_uid58059	1	1	657	359	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:hyopneumoniae
Saccharothrix_espanaensis_DSM_44229_uid184826	1	4	8427	2160	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Pseudonocardiales;f:Pseudonocardiaceae;g:Saccharothrix;s:espanaensis
Yersinia_pestis_KIM_10_uid57875	1	7	4045	2301	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:pestis
Shigella_boydii_Sb227_uid58215	1	7	4130	2492	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Shigella;s:boydii
Candidatus_Blochmannia_pennsylvanicus_BPEN_uid58329	1	1	610	585	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Blochmannia;s:pennsylvanicus
Lactobacillus_kefiranofaciens_ZW3_uid67985	1	4	1908	915	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:kefiranofaciens
Chloroflexus_aggregans_DSM_9485_uid58621	1	3	3731	1605	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Chloroflexaceae;g:Chloroflexus;s:aggregans
Streptococcus_agalactiae_A909_uid57935	1	7	1996	1166	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:agalactiae
Clostridium_botulinum_A3_Loch_Maree_uid59149	1	9	3654	1613	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:botulinum
Spirochaeta_coccoides_DSM_17374_uid66331	1	3	1822	1030	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Sphaerochaeta;s:coccoides
Rickettsia_prowazekii_Madrid_E_uid61565	1	1	843	600	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:prowazekii
Rhodospirillum_rubrum_ATCC_11170_uid57655	1	4	3787	2036	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Rhodospirillum;s:rubrum
Cyanothece_ATCC_51142_uid59013	2	2	5210	1725	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Cyanothece;s:undef
Staphylococcus_aureus_MRSA252_uid57839	1	5	2650	1438	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Prochlorococcus_marinus_MIT_9515_uid58313	1	1	1905	967	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:marinus
Lactococcus_lactis_cremoris_MG1363_uid58837	1	6	2434	1294	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:lactis
Borrelia_burgdorferi_JD1_uid161197	1	1	823	515	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Borreliaceae;g:Borrelia;s:burgdorferi
Shewanella_denitrificans_OS217_uid58263	1	8	3754	1947	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:denitrificans
Serratia_marcescens_FGI94_uid185180	1	7	4361	2681	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Serratia;s:marcescens
Rickettsia_massiliae_AZT80_uid86751	1	1	1195	627	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:massiliae
Sphingobium_chlorophenolicum_L_1_uid52597	2	3	3950	1773	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Sphingobium;s:chlorophenolicum
Chelativorans_BNC1_uid58069	1	2	4064	1624	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Phyllobacteriaceae;g:Chelativorans;s:undef
Campylobacter_jejuni_ICDCCJ07001_uid61249	1	3	1497	963	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Campylobacter;s:jejuni
Octadecabacter_antarcticus_307_uid54701	1	2	4435	1808	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Octadecabacter;s:antarcticus
Geobacter_bemidjiensis_Bem_uid58749	1	4	4057	1818	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfuromonadales;f:Geobacteraceae;g:Geobacter;s:bemidjiensis
Prevotella_ruminicola_23_uid47507	1	4	2763	1086	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Prevotellaceae;g:Prevotella;s:ruminicola
Corynebacterium_pseudotuberculosis_3_99_5_uid83609	1	4	2142	1117	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:pseudotuberculosis
Methanolobus_psychrophilus_R15_uid177925	1	3	3167	1162	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanolobus;s:psychrophilus
Pseudomonas_putida_KT2440_uid57843	1	7	5350	2690	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:putida
Synechococcus_RCC307_uid61609	1	1	2533	1182	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Mesorhizobium_loti_MAFF303099_uid57601	1	2	6743	2974	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Phyllobacteriaceae;g:Mesorhizobium;s:loti
Helicobacter_pylori_908_uid159985	1	1	1595	904	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Halorubrum_lacusprofundi_ATCC_49239_uid58807	2	3	3184	1203	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Haloferacales;f:Haloferacaceae;g:Halorubrum;s:lacusprofundi
Xanthomonas_campestris_8004_uid57595	1	2	4271	2171	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xanthomonas;s:campestris
Bradyrhizobium_ORS_278_uid58941	1	2	6716	3166	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Bradyrhizobium;s:undef
Mycoplasma_mobile_163K_uid58077	1	1	633	401	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:mobile
Frateuria_aurantia_DSM_6220_uid81775	1	4	3101	1724	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Frateuria;s:aurantia
Staphylococcus_aureus_RF122_uid57661	1	5	2509	1415	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Bacillus_atrophaeus_1942_uid59887	1	7	4186	2107	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:atrophaeus
Ralstonia_solanacearum_Po82_uid162133	1	3	3336	1593	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Ralstonia;s:solanacearum
Yersinia_pestis_D182038_uid158073	1	6	3620	2414	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:pestis
Clostridium_difficile_630_uid57679	1	11	3787	1532	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptostreptococcaceae;g:Peptoclostridium;s:difficile
Niastella_koreensis_GR20_10_uid83125	1	3	7174	1853	k:Bacteria;p:Bacteroidetes;c:Sphingobacteriia;o:Sphingobacteriales;f:Chitinophagaceae;g:Niastella;s:koreensis
Francisella_tularensis_TI0902_uid89373	1	3	1544	909	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:tularensis
Synechococcus_JA_2_3B_a_2_13__uid58537	1	2	2862	1380	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Caulobacter_segnis_ATCC_21756_uid41709	1	2	4139	1900	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Caulobacterales;f:Caulobacteraceae;g:Caulobacter;s:segnis
Atopobium_parvulum_DSM_20469_uid59195	1	1	1353	776	k:Bacteria;p:Actinobacteria;c:Coriobacteriia;o:Coriobacteriales;f:Atopobiaceae;g:Atopobium;s:parvulum
Rubrivivax_gelatinosus_IL144_uid158163	1	3	4693	2297	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:undef;g:Rubrivivax;s:gelatinosus
Listeria_monocytogenes_SLCC7179_uid175107	1	6	2826	1552	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Escherichia_coli_UM146_uid162043	1	7	4650	2963	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Rickettsia_prowazekii_RpGvF24_uid158065	1	1	834	600	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:prowazekii
Bifidobacterium_longum_F8_uid197184	1	1	1681	797	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:longum
Sorangium_cellulosum__So_ce_56__uid61629	1	4	9380	2332	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Myxococcales;f:Polyangiaceae;g:Sorangium;s:cellulosum
Nitratifractor_salsuginis_DSM_16511_uid62183	1	2	2088	1132	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:undef;g:Nitratifractor;s:salsuginis
Caldicellulosiruptor_bescii_DSM_6725_uid59201	1	3	2654	1223	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Caldicellulosiruptor;s:bescii
Bacillus_amyloliquefaciens_plantarum_YAU_B9601_Y2_uid159001	1	10	3981	2068	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:amyloliquefaciens
Lactobacillus_salivarius_CECT_5713_uid162005	1	7	1350	789	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:salivarius
Prochlorococcus_marinus_MIT_9301_uid58437	1	1	1906	985	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:marinus
Borrelia_burgdorferi_ZS7_uid59429	1	1	808	515	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Borreliaceae;g:Borrelia;s:burgdorferi
Escherichia_coli_SE11_uid59425	1	7	4673	2977	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Mycoplasma_fermentans_M64_uid62099	1	2	1049	433	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:fermentans
